class,order,family,genus,sci_name,papers,status,min_depth,max_depth,year,size_type,size,range_km2,Species Name(RotW),page,chr,achr,NMDS1,NMDS2,NMDS3,uniqueness,sum_GDP_bil,pattern,shape
Chondrichthyes,RAJIFORMES,GURGESIELLIDAE,Fenestraja,Fenestraja plutonia,3,LC,293,1024,1881,TL,27,98060,Fenestraja plutonia,396,3.575133754,4.228235686,25.35705106,-16.86084197,-7.913316878,31.46249536,22799.67976,Mottled,Spade
Chondrichthyes,RAJIFORMES,GURGESIELLIDAE,Fenestraja,Fenestraja sibogae,0,DD,289,289,1913,TL,31.4,NA,Fenestraja sibogae,397,1.255553966,1.446407519,23.91361168,-5.272661494,-4.821182092,24.95807644,1089.077357,Mottled,Spade
Chondrichthyes,RAJIFORMES,GURGESIELLIDAE,Fenestraja,Fenestraja sinusmexicanus,0,LC,56,1096,1950,TL,36,632750,Fenestraja sinusmexicanus,398,0.863346277,2.154407998,17.62437214,-1.433130975,-1.261357802,17.72747532,23172.64425,None,Spade
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Fluvitrygon,Fluvitrygon kittipongi,2,EN,NA,NA,2005,DW,37,119433,Fluvitrygon kittipongi,438,1.529944788,4.768732474,-11.31174471,3.146098985,-2.055043249,11.91959353,1954.388924,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Fluvitrygon,Fluvitrygon oxyrhynchus,3,EN,NA,NA,1878,DW,37,194373,Fluvitrygon oxyrhynchus,439,7.956178366,14.07544594,-3.562561025,-9.912806277,9.044097214,13.88348889,2330.631144,None,Disc
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Fluvitrygon,Fluvitrygon signifer,21,EN,NA,NA,1982,DW,37,288262,Fluvitrygon signifer,440,0.93885538,5.365780502,-2.196675801,6.149145716,3.720366453,7.515218171,1954.388924,Spotted,Disc
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Fontitrygon,Fontitrygon colarensis,0,CR,5,40,2004,DW,165,40279,Fontitrygon colarensis,441,0.898201341,2.446704421,5.274661234,4.626552457,2.442565173,7.429210146,4647.29597,Mottled,Disc
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Fontitrygon,Fontitrygon garouaensis,2,CR,NA,NA,1962,DW,36,70855,Fontitrygon garouaensis,442,2.406705033,7.699354905,-14.33455734,-6.580736214,7.19322562,17.33574683,467.3334717,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Fontitrygon,Fontitrygon geijskesi,3,CR,0,80,1948,DW,150,104748,Fontitrygon geijskesi,443,0.837089516,5.769125236,-4.624741095,10.34725521,1.484605706,11.43057193,4682.684002,None,Disc
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Fontitrygon,Fontitrygon margarita,7,VU,0,90,1870,DW,78,240276,Fontitrygon margarita,444,3.226436335,7.553638625,2.490131881,0.165297898,-7.619242032,8.017538857,850.0934533,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Fontitrygon,Fontitrygon margaritella,9,NT,0,60,1984,DW,34,189233,Fontitrygon margaritella,445,5.584267758,5.199258644,9.362798341,1.153602648,-2.105668156,9.665745198,850.0934533,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Fontitrygon,Fontitrygon ukpam,0,CR,0,30,1863,DW,120,151571,Fontitrygon ukpam,446,2.902572294,3.209876905,13.8882709,-4.905668433,0.037705256,14.72925908,739.6651282,None,Rhombus
Chondrichthyes,RHINOPRISTIFORMES,GLAUCOSTEGIDAE,Glaucostegus,Glaucostegus cemiculus,40,CR,0,80,1817,TL,265,504902,Glaucostegus cemiculus,46,1.025175076,5.85997529,12.01781182,4.157490074,-2.819422129,13.02542382,9843.42039,None,Wedge
Chondrichthyes,RHINOPRISTIFORMES,GLAUCOSTEGIDAE,Glaucostegus,Glaucostegus granulatus,15,CR,0,120,1829,TL,229,714858,Glaucostegus granulatus,47,2.955976117,6.902160834,10.59926999,3.063256103,-10.42992943,15.18260486,5777.286999,None,Wedge
Chondrichthyes,RHINOPRISTIFORMES,GLAUCOSTEGIDAE,Glaucostegus,Glaucostegus halavi,6,CR,0,100,1775,TL,187,262232,Glaucostegus halavi,48,1.58187286,5.228609812,9.922382001,2.099176631,0.625580549,10.16127739,6056.77152,None,Wedge
Chondrichthyes,RHINOPRISTIFORMES,GLAUCOSTEGIDAE,Glaucostegus,Glaucostegus obtusus,3,CR,0,60,1841,TL,93,278340,Glaucostegus obtusus,49,1.291866423,6.955870324,9.41830578,5.588747314,-1.100735887,11.00682515,5956.28072,None,Wedge
Chondrichthyes,RHINOPRISTIFORMES,GLAUCOSTEGIDAE,Glaucostegus,Glaucostegus thouin,2,CR,0,60,1798,TL,300,1293713,Glaucostegus thouin,50,2.194655467,6.461508051,15.35543959,3.057089016,-0.622990507,15.66918745,6007.495478,None,Wedge
Chondrichthyes,RHINOPRISTIFORMES,GLAUCOSTEGIDAE,Glaucostegus,Glaucostegus typus,51,CR,0,100,1830,TL,270,4459625,Glaucostegus typus,51,4.893510385,7.86629749,16.97427545,-2.179502142,2.78320048,17.33846768,22223.99091,Spotted,Wedge
Chondrichthyes,RHINOPRISTIFORMES,GLAUCOSTEGIDAE,Glaucostegus,Glaucostegus younholeei,1,CR,NA,NA,2021,TL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362.6055485,NA,NA
Chondrichthyes,RAJIFORMES,GURGESIELLIDAE,Gurgesiella,Gurgesiella atlantica,1,LC,247,1575,1962,TL,52,105725,Gurgesiella atlantica,399,1.255782996,5.004904435,19.24139784,6.890053533,-1.122507661,20.46861627,6083.85193,None,Spade
Chondrichthyes,RAJIFORMES,GURGESIELLIDAE,Gurgesiella,Gurgesiella dorsalifera,1,VU,400,800,1980,TL,53,22592,Gurgesiella dorsalifera,400,1.428572221,3.040858521,31.9464364,-11.87276299,-3.753205437,34.28737159,1895.111052,Mottled,Rhombus
Chondrichthyes,RAJIFORMES,GURGESIELLIDAE,Gurgesiella,Gurgesiella furvescens,2,LC,172,960,1959,TL,63,68384,Gurgesiella furvescens,401,0.185705717,4.497956961,-24.24802249,-5.915393983,-4.210104265,25.31172571,618.8632165,None,Spade
Chondrichthyes,MYLIOBATIFORMES,GYMNURIDAE,Gymnura,Gymnura altavela,49,EN,0,150,1758,DW,220,1720530,Gymnura altavela,416,2.608106645,3.844797791,9.914981663,-3.756126416,-6.375409493,12.37179022,35520.4121,Mottled,Diamond
Chondrichthyes,MYLIOBATIFORMES,GYMNURIDAE,Gymnura,Gymnura australis,4,LC,0,60,1886,DW,94,1678766,Gymnura australis,417,2.275795355,6.094493388,16.57796031,-1.360833664,0.411934148,16.63881985,2523.773998,Mottled,Diamond
Chondrichthyes,MYLIOBATIFORMES,GYMNURIDAE,Gymnura,Gymnura crebripunctata,5,NT,0,30,1869,DW,81,60884,Gymnura crebripunctata,418,0.379156828,3.441781256,-3.549917379,-7.189246666,-2.389967235,8.366547939,2205.456483,Spotted,Diamond
Chondrichthyes,MYLIOBATIFORMES,GYMNURIDAE,Gymnura,Gymnura japonica,5,VU,0,27,1850,DW,145,332573,Gymnura japonica,419,2.533318229,5.396291826,-17.5617884,-15.59107386,2.783582755,23.64838956,21396.97106,None,Diamond
Chondrichthyes,MYLIOBATIFORMES,GYMNURIDAE,Gymnura,Gymnura lessae,7,LC,0,60,2017,DW,89.9,569773,NA,NA,NA,NA,NA,NA,NA,NA,22755.14963,NA,NA
Chondrichthyes,MYLIOBATIFORMES,GYMNURIDAE,Gymnura,Gymnura marmorata,9,NT,1,94,1864,DW,125,55852,Gymnura marmorata,420,0.984566977,1.744522823,14.44900704,-4.86804313,0.473496641,15.25437142,22727.24669,Spotted,Diamond
Chondrichthyes,MYLIOBATIFORMES,GYMNURIDAE,Gymnura,Gymnura micrura,28,NT,0,40,1801,DW,80,570358,Gymnura micrura,421,0.451687126,1.79725592,9.843241858,-0.99420202,2.083254575,10.11028177,4680.343227,Mottled,Diamond
Chondrichthyes,MYLIOBATIFORMES,GYMNURIDAE,Gymnura,Gymnura natalensis,8,LC,0,75,1911,DW,250,43077,Gymnura natalensis,422,1.405827731,1.698593652,18.87373747,-9.49607354,-6.381534642,22.07073545,413.7049306,Mottled,Diamond
Chondrichthyes,MYLIOBATIFORMES,GYMNURIDAE,Gymnura,Gymnura poecilura,26,VU,0,75,1804,DW,104,3332523,Gymnura poecilura,423,0.756538963,3.968773991,7.536279783,-4.854547148,-1.065435886,9.027585204,29259.655,Spotted,Diamond
Chondrichthyes,MYLIOBATIFORMES,GYMNURIDAE,Gymnura,Gymnura sereti,1,EN,0,60,2017,DW,75,202741,NA,NA,NA,NA,NA,NA,NA,NA,846.6828661,NA,NA
Chondrichthyes,MYLIOBATIFORMES,GYMNURIDAE,Gymnura,Gymnura tentaculata,1,CR,0,87,1841,DW,85,389752,Gymnura tentaculata,424,1.209337392,1.551040178,11.08777046,-2.317509834,0.757093793,11.35265153,3509.566426,Mottled,Diamond
Chondrichthyes,MYLIOBATIFORMES,GYMNURIDAE,Gymnura,Gymnura zonura,6,EN,0,40,1852,DW,108,1358849,Gymnura zonura,425,1.44002689,4.961560622,10.43693022,-8.857743001,-0.569247694,13.70084546,20792.46784,Spotted,Diamond
Chondrichthyes,MYLIOBATIFORMES,POTAMOTRYGONIDAE,Heliotrygon,Heliotrygon rosai,1,VU,NA,NA,2011,DW,NA,28204,Heliotrygon rosai,516,1.984986806,7.552657417,-9.245581845,3.097605099,-3.13892822,10.24347653,2119.57394,Mottled,Disc
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Hemitrygon,Hemitrygon akajei,101,NT,0,100,1841,DW,90,950646,Hemitrygon akajei,447,2.31515085,9.540963434,-9.544254004,-3.950882851,-5.047770281,11.49705374,23072.19295,None,Disc
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Hemitrygon,Hemitrygon bennetti,4,VU,25,36,1841,DW,61,32274,Hemitrygon bennetti,448,2.380463273,7.416964296,-6.65158989,3.971407559,-0.370327281,7.755828025,20240.79528,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Hemitrygon,Hemitrygon fluviorum,19,NT,0,40,1908,DW,93,591288,Hemitrygon fluviorum,449,1.534480066,5.922788278,1.96976543,0.228614175,-5.225296428,5.5889143,1410.266438,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Hemitrygon,Hemitrygon izuensis,0,VU,10,25,1988,DW,73,7769,Hemitrygon izuensis,450,1.916684287,6.988008765,-3.011321372,0.224077902,-7.28015897,7.881559613,4967.257498,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Hemitrygon,Hemitrygon laevigata,1,VU,1,60,1960,DW,37,130735,Hemitrygon laevigata,451,5.221377965,9.041939891,-7.523332426,-7.853166129,3.725955153,11.49589017,19745.54813,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Hemitrygon,Hemitrygon laosensis,4,EN,NA,NA,1987,DW,48,147384,Hemitrygon laosensis,452,2.813470577,8.59369659,9.44409628,-0.185925347,2.001866572,9.655723305,917.8503265,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Hemitrygon,Hemitrygon longicauda,1,NT,0,40,2013,DW,37,56705,Hemitrygon longicauda,453,2.715018685,7.565628026,-1.96285579,-0.74450979,-1.929739144,2.851489233,1113.50756,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Hemitrygon,Hemitrygon navarrae,2,VU,0,50,1892,DW,38,59173,Hemitrygon navarrae,454,3.124065953,4.316889088,9.787723696,-0.989362562,-0.360216236,9.844192662,15154.53285,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Hemitrygon,Hemitrygon parvonigra,0,DD,60,185,2008,DW,52,72268,Hemitrygon paroonigra,455,1.393966887,7.362612341,-21.20174339,0.208018548,-3.007974836,21.41506729,3230.614352,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Hemitrygon,Hemitrygon sinensis,0,EN,0,200,1892,DW,40,363824,Hemitrygon sinensis,456,1.488444834,7.845139007,-3.368163511,2.121159167,-1.063751323,4.120122392,16429.71357,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Hemitrygon,Hemitrygon yemenensis,1,DD,NA,NA,2020,DW,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.08002716,NA,NA
Chondrichthyes,TORPEDINIFORMES,NARKIDAE,Heteronarce,Heteronarce bentuviai,1,DD,80,200,1989,TL,19,12339,Heteronarce bentuviai,98,4.136905399,11.71668214,6.746104345,-5.727481971,7.571348857,11.64642851,1724.745753,Mottled,Spade
Chondrichthyes,TORPEDINIFORMES,NARKIDAE,Heteronarce,Heteronarce garmani,0,NT,70,330,1921,TL,30,32797,Heteronarce garmani,99,2.489230935,2.254037464,12.0928377,-5.659703149,0.506264013,13.36133476,415.1621797,None,Spade
Chondrichthyes,TORPEDINIFORMES,NARKIDAE,Heteronarce,Heteronarce mollis,0,DD,73,346,1907,TL,25.5,166033,Heteronarce mollis,100,1.733498979,2.383985455,9.505094269,-1.07198215,4.831403175,10.71626891,2806.989685,None,Spade
Chondrichthyes,MYLIOBATIFORMES,HEXATRYGONIDAE,Hexatrygon,Hexatrygon bickelli,1,LC,300,1636,1980,DW,168,1113820,Hexatrygon bickelli,415,4.593422848,12.17069083,7.916360051,0.57076129,7.434194616,10.87482296,47925.32527,Other,Spade
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Himantura,Himantura australis,5,LC,0,45,2016,DW,183,916489,Himantura australis,457,0.707182335,13.08293462,-12.83805541,-1.7590399,5.164918438,13.94941829,2523.773998,Spotted,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Himantura,Himantura leoparda,13,EN,0,81,2008,DW,140,4812033,Himantura leoparda,458,2.035301031,15.40945861,3.036954084,6.326128868,10.21640926,12.39427346,32566.37206,Spotted,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Himantura,Himantura uarnak,42,EN,0,50,1789,DW,160,2445015,Himantura uarnak,459,2.065557343,14.4219926,-3.580826421,2.687285969,9.87243116,10.84014395,29945.22049,Spotted,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Himantura,Himantura undulata,1,EN,0,70,1852,DW,130,1977221,Himantura undulata,460,1.176623589,11.37502724,-8.044769719,5.18844574,5.33171005,10.95743679,6376.782752,Spotted,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Hongeo,Hongeo koreana,3,CR,30,80,1997,TL,84,10968,Hongeo koreana,194,2.172883577,7.488657437,6.486993256,1.731394737,4.151131694,7.893712914,6618.680431,Other,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Hypanus,Hypanus americanus,100,NT,0,100,1928,DW,150,1233623,Hypanus americanus,461,2.368712672,3.155783063,0.117427642,6.129381166,-3.326565787,6.974893739,32180.93561,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Hypanus,Hypanus berthalutzae,8,VU,0,100,2020,DW,150,325417,NA,NA,NA,NA,NA,NA,NA,NA,1895.111052,NA,NA
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Hypanus,Hypanus dipterurus,34,VU,0,150,1880,DW,122,198084,Hypanus dipterurus,462,3.801665011,3.182958088,3.42130374,-2.909047748,-1.797295645,4.837163396,23652.49998,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Hypanus,Hypanus guttatus,38,NT,0,70,1801,DW,200,864881,Hypanus guttatus,463,1.739590073,2.989999013,5.3245663,-3.447870751,5.055469879,8.111510013,10398.14012,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Hypanus,Hypanus longus,24,VU,0,118,1880,DW,180,118771,Hypanus longus,464,1.010078245,6.046515139,-8.644429568,-1.877969856,7.24274817,11.43286204,1980.993595,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Hypanus,Hypanus marianae,11,EN,1,30,2000,DW,31,107816,Hypanus marianae,465,1.178863666,3.032702393,17.82892144,4.893971301,0.265178993,18.49031408,1895.111052,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Hypanus,Hypanus rudis,2,CR,0,30,1870,DW,198,75252,Hypanus rudis,466,1.646918957,4.653813132,-5.083845051,0.258208628,-1.1686918,5.222833783,594.7041145,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Hypanus,Hypanus sabinus,121,LC,0,25,1824,DW,45,292362,Hypanus sabinus,467,3.646055432,6.503689669,6.24895832,-6.411339084,4.33778239,9.948422237,22727.24669,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Hypanus,Hypanus say,13,NT,0,130,1817,DW,78,1182022,Hypanus say,468,1.160359091,4.402850167,7.987564593,0.743992053,2.800266631,8.496835029,27741.77821,None,Rhombus
Chondrichthyes,TORPEDINIFORMES,HYPNIDAE,Hypnos,Hypnos monopterygius,2,LC,0,220,1795,TL,62.5,1078954,Hypnos monopterygius,106,1.547341301,4.135238373,12.0258768,-9.495080734,5.934135038,16.43144028,1410.266438,None,Spade
Chondrichthyes,RAJIFORMES,ANACANTHOBATIDAE,Indobatis,Indobatis ori,2,LC,1000,1725,1967,TL,43,2150,Indobatis ori,403,0.415189637,4.715102695,1.414990143,6.159073165,-0.801104853,6.370097985,29.77275624,Other,Spade
Chondrichthyes,RAJIFORMES,ARHYNCHOBATIDAE,Insentiraja,Insentiraja laxipella,0,DD,800,880,1992,TL,57,32068,Insentiraja laxipella,345,2.641398531,6.352534153,-7.378803085,11.87135042,-0.0548418,13.97779323,1410.266438,Mottled,Spade
Chondrichthyes,RAJIFORMES,ARHYNCHOBATIDAE,Insentiraja,Insentiraja subtilispinosa,1,LC,320,1460,1989,TL,57,619804,Insentiraja subtilispinosa,346,2.179336048,4.002597018,-15.58092513,15.9069115,-2.699967095,22.4295538,2868.631069,Other,Spade
Chondrichthyes,RAJIFORMES,ARHYNCHOBATIDAE,Irolita,Irolita waitii,0,LC,50,200,1911,TL,52,372787,Irolita waitii,347,1.152497096,5.501322481,3.749650423,2.272426527,1.192162342,4.543682611,1410.266438,Other,Disc
Chondrichthyes,RAJIFORMES,ARHYNCHOBATIDAE,Irolita,Irolita westraliensis,0,DD,140,210,2008,TL,43,194908,Irolita westraliensis,348,3.13423278,7.362169868,-1.38304224,-2.749346045,5.307107481,6.134908258,1410.266438,Other,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Leucoraja,Leucoraja circularis,9,EN,50,800,1838,TL,120,2215031,Leucoraja circularis,195,1.803810863,6.718579293,-2.022043906,0.370660878,4.453461663,4.905035355,12240.54293,Spotted,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Leucoraja,Leucoraja compagnoi,0,DD,480,625,1995,TL,51.7,9464,Leucoraja compagnoi,196,0.772023657,4.4078855,9.812331025,7.110688782,2.092962233,12.29732597,385.3894234,Spotted,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Leucoraja,Leucoraja elaineae,1,DD,484,484,2019,TL,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.517971,NA,NA
Chondrichthyes,RAJIFORMES,RAJIDAE,Leucoraja,Leucoraja erinacea,138,LC,10,110,1825,TL,62,436610,Leucoraja erinacea,197,3.906402345,5.77779872,0.129807653,-4.097663116,-0.678160582,4.155429559,23181.57069,Spotted,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Leucoraja,Leucoraja fullonica,13,VU,30,800,1758,TL,120,2228391,Leucoraja fullonica,198,1.428445291,5.661982847,0.109330533,5.316622173,-2.287842129,5.789010805,11601.56083,Spotted,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Leucoraja,Leucoraja garmani,0,LC,35,530,1939,TL,57,314556,Leucoraja garmani,199,2.523955296,6.392186953,7.991330657,-1.797831692,5.318336581,9.766179829,21447.0435,Other,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Leucoraja,Leucoraja lentiginosa,0,LC,55,590,1951,TL,44,123536,Leucoraja lentiginosa,200,2.429456977,4.737119935,11.43660037,2.75287087,-0.435412001,11.77130875,22767.59845,Spotted,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Leucoraja,Leucoraja leucosticta,0,NT,70,705,1971,TL,80,173148,Leucoraja leucosticta,201,0.4901802,2.128775174,1.830514876,-3.099211947,1.541521025,3.915633598,708.9013667,Other,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Leucoraja,Leucoraja melitensis,3,CR,60,800,1926,TL,50,306682,Leucoraja melitensis,202,1.2161346,2.419874374,10.47993502,1.476701354,1.788279433,10.73348165,2360.005472,Spotted,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Leucoraja,Leucoraja naevus,43,LC,20,500,1841,TL,72,2102450,Leucoraja naevus,203,3.161414323,5.706193878,12.18213648,1.280926811,1.130582685,12.30135927,10838.89565,Other,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Leucoraja,Leucoraja ocellata,68,EN,5,725,1815,TL,113,1396071,Leucoraja ocellata,204,3.913735551,9.250967854,-6.633241558,-2.310931133,4.235996131,8.202680018,25933.75561,Other,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Leucoraja,Leucoraja pristispina,0,LC,200,505,2008,TL,40,308541,Leucoraja pristispina,205,1.453324908,5.973155865,7.932777658,1.010334205,2.520673397,8.384720088,1410.266438,Spotted,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Leucoraja,Leucoraja wallacei,5,VU,73,515,1970,TL,96,255624,Leucoraja wallacei,206,3.692377672,5.86954157,5.281726762,-2.251691203,-5.00886068,7.619411799,413.7049306,Other,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Leucoraja,Leucoraja yucatanensis,1,LC,190,455,1950,TL,30,3233,Leucoraja yucatanensis,207,0.430191531,2.008611275,2.02320734,3.059772618,-0.857305373,3.767034499,1320.55495,Spotted,Spade
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Maculabatis,Maculabatis ambigua,3,NT,NA,NA,2016,DW,90,182079,Maculabatis ambigua,469,0.908082847,5.147101453,-10.69881433,-3.05926313,-0.206600677,11.12952841,1491.352136,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Maculabatis,Maculabatis arabica,5,CR,0,37,2016,DW,61,357594,Maculabatis arabica,470,6.691983453,3.750228129,15.63174074,-14.42362214,-3.073746075,21.49046554,3107.813482,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Maculabatis,Maculabatis astra,3,NT,0,140,2008,DW,180,1831264,Maculabatis astra,471,1.697168919,7.0713053,-5.8840936,2.959788648,-1.52556078,6.760934997,2523.773998,Spotted,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Maculabatis,Maculabatis bineeshi,3,CR,0,100,2016,DW,66,149548,Maculabatis bineeshi,472,1.301030404,2.642690997,10.8168695,2.975596397,3.594550502,11.78047677,3558.697486,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Maculabatis,Maculabatis gerrardi,40,EN,0,60,1851,DW,116,2116824,Maculabatis gerrardi,473,4.205878756,3.457776523,6.80639059,1.580138648,-1.555297948,7.158403643,8727.614987,Spotted,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Maculabatis,Maculabatis macrura,4,EN,0,60,1852,DW,85,2009744,Maculabatis macrura,474,4.411437319,5.824190586,6.041566792,-6.353895425,-2.970452811,9.257219144,18230.97553,Spotted,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Maculabatis,Maculabatis pastinacoides,2,EN,0,60,1852,DW,86,1371097,Maculabatis pastinacoides,475,1.14540389,3.190666342,-2.433634544,1.277632514,-2.395335476,3.645895498,2861.985309,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Maculabatis,Maculabatis randalli,9,LC,0,60,2012,DW,62,237897,Maculabatis randalli,476,2.934610224,4.166722728,-1.295823164,-0.759798489,-5.420325439,5.62462259,2370.09709,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Maculabatis,Maculabatis toshi,10,LC,0,41,1939,DW,74,761157,Maculabatis toshi,477,1.031662598,4.673293588,-0.506174805,3.184001247,0.331071955,3.240938986,1410.266438,None,Rhombus
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Makararaja,Makararaja chindwinensis,0,DD,NA,NA,2007,DW,38.5,71425,Makararaja chindwinensis,478,2.494190011,4.670336534,-7.944245969,1.580134299,-0.301194407,8.105466458,66.55145508,None,Rhombus
Chondrichthyes,RAJIFORMES,RAJIDAE,Malacoraja,Malacoraja kreffti,0,LC,1000,1500,1978,TL,57,368556,Malacoraja kreffti,208,0.192981303,2.054395406,6.306445052,22.69563453,-0.664037511,23.5648896,6105.222361,None,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Malacoraja,Malacoraja obscura,0,LC,808,1105,2005,TL,68,2453,Malacoraja obscura,209,0.541526883,1.758540417,-5.440332431,4.801936354,2.580519908,7.70161624,1895.111052,None,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Malacoraja,Malacoraja senta,17,VU,25,1435,1885,TL,71,1385646,Malacoraja senta,210,1.116246656,2.131379521,5.217704884,1.131820872,1.529096666,5.553701411,23181.57069,None,Spade
Chondrichthyes,RAJIFORMES,RAJIDAE,Malacoraja,Malacoraja spinacidermis,0,LC,450,1570,1923,TL,64,1140991,Malacoraja spinacidermis,211,0.072595671,0.864322411,9.605208835,14.02421095,-0.98461251,17.02668468,2300.171704,None,Spade
Chondrichthyes,MYLIOBATIFORMES,DASYATIDAE,Megatrygon,Megatrygon microps,10,DD,0,222,1908,DW,222,1072035,Megatrygon microps,479,4.810594592,7.635525747,0.864068647,-6.965399574,6.898542945,9.841407451,7752.231592,Spotted,Rhombus
Chondrichthyes,MYLIOBATIFORMES,MOBULIDAE,Mobula,Mobula alfredi,132,VU,0,432,1868,DW,500,96543718,Mobula alfredi,625,1.444496578,5.54916855,-30.55455002,-7.368140078,-5.865324872,31.9729894,60708.6392,Mottled,Diamond
Chondrichthyes,MYLIOBATIFORMES,MOBULIDAE,Mobula,Mobula birostris,138,EN,0,1000,1792,DW,700,203928582,Mobula birostris,626,0.838140095,10.87788832,-24.99564739,-0.14669884,-0.68888382,25.00556878,69936.42824,Mottled,Diamond
Chondrichthyes,MYLIOBATIFORMES,MOBULIDAE,Mobula,Mobula eregoodoo,9,EN,0,50,1849,DW,130,2775418,NA,NA,NA,NA,NA,NA,NA,NA,32538.47736,NA,NA
Chondrichthyes,MYLIOBATIFORMES,MOBULIDAE,Mobula,Mobula hypostoma,13,EN,0,100,1831,DW,230,18187156,Mobula hypostoma,627,0.156157367,1.752306929,-17.68039616,6.08967199,-1.621342662,18.76990317,33638.98722,None,Diamond
Chondrichthyes,MYLIOBATIFORMES,MOBULIDAE,Mobula,Mobula kuhlii,22,EN,0,50,1841,DW,135,10281670,Mobula kuhlii,628,0.174136388,3.012431271,-17.43619838,1.998406186,0.422791782,17.55543773,30717.91832,None,Diamond
Chondrichthyes,MYLIOBATIFORMES,MOBULIDAE,Mobula,Mobula mobular,103,EN,0,1112,1788,DW,350,200687752,Mobula mobular,629,1.201213887,5.122324488,-27.99808801,4.740667944,-2.470143938,28.50383265,73187.61949,Mottled,Diamond
